Name,BSE Code,NSE Code,Industry,Current Price,Promoter holding,Sales,Current ratio,Debt to equity,Price to book value,Return on capital employed,Return on equity,Price to Earning,Dividend yield,Market Capitalization,Cash end of last year,High price all time,Dividend Payout
Sandur Manganese,504918,,Mining / Minerals / Metals,2015.30,73.22,1093.09,2.00,0.31,1.83,20.68,16.80,6.49,0.50,1814.16,131.27,2260.25,5.85
Sangal Papers,516096,,Paper,130.00,39.47,128.53,2.73,0.55,0.50,4.51,1.93,5.74,0.00,17.03,0.23,297.00,0.00
Sangam India,514234,SANGAMIND,Textiles - Spinning - Synthetic / Blended,183.05,59.15,1654.93,3.71,1.05,1.42,4.40,1.27,15.64,0.55,794.14,10.06,325.80,80.67
Sanghi Industrie,526521,SANGHIIND,Cement - North India,70.70,70.33,1072.39,1.84,0.78,0.99,6.13,4.58,18.78,0.00,1774.57,33.04,144.00,0.00
Sanghvi Brands,540782,,Miscellaneous,11.83,53.13,3.53,2.14,0.00,1.94,-61.40,-62.26,,0.00,12.32,3.03,182.00,0.00
Sanghvi Movers,530073,SANGHVIMOV,Engineering - Turnkey Services,199.10,47.25,263.93,2.31,0.28,1.22,-2.34,-5.50,,0.00,863.16,1.57,408.00,0.00
Sanginita Chemi.,538408,SANGINITA,Chemicals,39.55,73.50,195.27,37.20,0.74,1.73,5.05,1.95,41.14,0.00,68.29,0.01,196.00,0.00
Sanjiv.Parant.,531569,,Pharmaceuticals - Indian - Formulations,25.70,24.63,28.26,0.16,,,,,9.43,0.00,23.77,0.17,103.65,0.00
Sankhya Infotech,532972,,Computers - Software - Medium / Small,7.77,22.13,0.00,0.22,0.92,0.35,-11.91,-20.57,,0.00,11.34,0.01,199.00,0.00
Sanmit Infra,532435,,Construction,203.55,60.15,119.16,2.70,0.25,14.80,14.84,13.21,73.71,0.17,223.34,0.43,204.90,20.99
Sanofi India,500674,SANOFI,Pharmaceuticals - Multinational,7998.85,60.40,2921.10,1.88,0.02,11.48,31.57,22.28,32.08,1.56,18431.92,1208.60,9300.00,175.77
Sanrhea Tech.,514280,,Textiles - Processing,113.85,62.12,49.96,3.18,1.50,5.57,19.83,29.31,14.19,0.00,43.15,0.32,125.75,0.00
Sansera Enginee.,543358,SANSERA,Auto Ancillaries,798.50,36.56,1351.34,2.59,0.55,4.62,12.55,11.62,42.09,0.00,4105.32,39.80,860.00,0.00
Santosh Fin Fab,530035,,Textiles - Processing,9.19,52.19,8.60,4.96,0.61,0.48,-9.72,-15.17,,0.00,3.24,0.02,27.45,0.00
Sanwaria Consum.,519260,SANWARIA,Food - Processing - Indian,0.67,16.73,1.61,0.27,,,-2.14,,0.25,0.00,48.58,3.06,74.18,0.00
Saptarishi Agro,519238,,Food - Processing - Indian,12.67,74.98,42.05,1.30,0.06,10.36,9.50,9.85,79.82,0.00,43.10,0.02,21.85,0.00
Sar Auto Prod.,538992,,Auto Ancillaries,440.00,74.48,8.23,8.98,0.13,14.97,4.24,3.06,225.43,0.00,209.65,6.59,470.00,0.00
Saraswati Commer,512020,,Finance & Investments,1950.20,72.32,39.78,4.82,0.02,0.72,11.71,9.78,6.02,0.00,200.86,0.06,3390.00,0.00
Sarda Energy,504614,SARDAEN,Steel - Medium / Small,772.80,72.50,2683.61,3.35,0.77,1.25,15.29,18.29,5.47,0.97,2787.69,97.58,863.00,7.21
Sarda Papers,516032,,Paper,4.31,74.14,0.00,0.68,,,-43.90,,,0.00,1.34,0.02,19.16,0.00
Sarda Proteins,519242,,Solvent Extraction,37.30,28.41,12.06,47.50,0.00,3.11,2.88,-0.96,,0.00,6.44,0.13,57.75,0.00
Saregama India,532163,SAREGAMA,Entertainment / Electronic Media Software,4216.80,59.05,470.43,1.85,0.00,14.53,33.94,24.88,59.27,0.47,7349.24,144.97,4294.00,30.97
Sarla Performanc,526885,SARLAPOLY,Textiles - Spinning - Synthetic / Blended,55.05,55.11,319.04,4.67,0.43,1.33,8.86,7.91,12.88,0.00,459.69,97.69,91.45,0.00
Sarthak Industri,531930,SARTHAKIND,Trading,134.95,36.30,157.19,1.56,0.02,2.50,10.53,5.79,37.18,0.00,94.06,3.68,141.65,0.00
Sarthak Metals,540393,,Mining / Minerals / Metals,70.50,69.83,221.56,12.53,0.58,1.81,18.17,15.96,12.14,1.42,96.51,3.46,84.90,17.19
Sarup Industries,514412,,Leather / Leather Products,22.05,74.36,11.30,1.68,11.71,,-3.32,-400.92,,0.00,7.17,0.53,140.00,0.00
Sarveshwar Foods,535054,SARVESHWAR,Food - Processing - Indian,24.60,73.67,514.36,5.98,1.66,0.38,4.73,2.68,14.15,0.00,60.44,0.75,83.00,0.00
Sasken Technol.,532663,SASKEN,Computers - Software - Medium / Small,1339.65,40.48,441.58,1.77,0.00,3.57,28.34,21.73,16.74,1.12,2013.53,52.85,1491.95,32.84
Sastasundar Ven.,533259,SASTASUNDR,Finance & Investments,325.55,74.43,585.12,2.58,0.06,5.31,-6.56,-5.21,,0.00,1033.23,12.80,375.00,0.00
Sat Industries,511076,,Trading,33.75,51.59,236.37,3.69,0.43,2.27,9.01,5.26,22.23,0.30,381.67,10.39,102.40,12.88
Sathavaha. Ispat,526093,SATHAISPAT,Steel - Pig Iron,3.03,39.58,26.76,0.05,,,-19.77,,,0.00,15.42,2.61,110.90,0.00
Satia Industries,539201,SATIA,Paper,96.10,51.79,654.24,3.20,0.77,2.16,11.55,11.74,16.04,0.10,959.51,11.16,143.00,2.02
Satin Creditcare,539404,SATIN,Finance & Investments,78.50,38.24,1299.39,5.40,4.04,0.38,8.45,-0.93,,0.00,563.80,1862.64,671.35,0.00
Satra Properties,508996,,Construction,0.97,54.35,25.25,1.95,1.41,0.28,-17.12,-196.69,,0.00,17.30,5.51,114.00,0.00
Saumya Cons,539218,,Finance & Investments,123.30,54.88,21.32,17.64,0.00,1.05,23.12,16.33,6.48,0.00,85.16,0.31,137.30,0.00
Saurashtra Cem.,502175,SAURASHCEM,Cement - North India,93.65,73.09,741.23,1.90,0.04,1.26,20.85,14.87,8.53,1.87,656.25,188.06,138.90,16.90
Savani Financial,511577,,Finance & Investments,13.00,55.85,0.12,26.50,0.00,2.41,2.34,2.34,173.33,0.00,5.20,0.43,14.69,0.00
Savant Infocomm,517320,,Miscellaneous,3.51,47.59,0.00,0.00,,,-1800.00,,,0.00,1.18,0.00,27.00,0.00
Saven Tech.,532404,,Computers - Software - Medium / Small,32.25,42.47,8.29,12.05,0.00,2.32,14.84,11.33,14.62,3.10,35.09,8.60,53.45,52.91
Savera Industrie,512634,SAVERA,Hotels,51.30,60.94,22.44,2.07,0.09,1.05,-5.73,-6.20,,0.00,61.20,6.19,102.00,0.00
Savita Oil Tech,524667,SOTL,Petrochemicals,1520.80,71.81,2254.98,2.01,0.00,1.92,30.84,22.13,7.22,0.99,2100.01,56.91,1830.00,9.42
Sawaca Business,531893,,Trading,4.18,32.60,2.67,1.05,0.01,0.35,2.43,1.79,39.50,0.00,4.34,0.15,234.95,0.00
Sayaji Hotels,523710,SAYAJIHOTL,Hotels,248.85,74.91,91.76,1.39,0.54,3.58,-20.43,-49.31,,0.00,435.98,3.76,329.00,0.00
Sayaji Industr,540728,,Miscellaneous,234.00,74.98,645.38,1.20,1.50,1.58,18.68,19.36,5.35,0.43,147.89,1.32,479.00,3.81
SBC Exports,542725,,Trading,50.00,68.09,192.03,1.59,0.41,2.35,13.70,8.54,28.75,0.00,52.91,2.89,50.50,0.00
SBEC Sugar,532102,,Sugar,24.70,65.12,611.11,0.59,14.33,,-1.84,-345.94,,0.00,117.70,3.89,42.05,0.00
SBI Cards,543066,SBICARD,Finance & Investments,1126.45,69.50,9497.51,0.71,2.87,16.83,10.01,16.92,118.34,0.00,106011.74,718.10,1165.00,0.00
SBI Life Insuran,540719,SBILIFE,Finance & Investments,1207.80,55.70,81651.16,1.61,0.00,11.42,15.39,13.57,93.78,0.21,120800.71,2710.52,1273.90,17.17
SBL Infratech,543366,,Construction,95.40,66.31,0.40,2.37,0.07,3.75,2.33,2.48,387.21,0.00,7.74,0.17,118.75,0.00
SC Agrotech,526081,,Miscellaneous,13.06,39.43,0.01,1.20,0.52,18.64,7.25,10.13,156.64,0.00,7.83,0.03,16.24,0.00
Scan Projects,531797,,Cement - North India,3.17,68.59,3.63,5.94,0.17,0.21,4.22,0.68,5.69,0.00,0.91,0.09,3.72,0.00
Scan Steels,511672,,Steel - Medium / Small,47.05,48.11,817.67,3.27,0.24,0.77,13.93,9.51,4.71,0.00,246.31,2.83,260.00,0.00
Scandent Imaging,516110,,Healthcare,22.50,51.24,39.85,2.08,0.61,7.96,44.18,57.81,15.70,0.00,72.22,0.44,27.00,0.00
Scanpoint Geoma,526544,,Computers - Software - Medium / Small,23.15,19.17,45.77,2.43,0.57,2.78,5.85,3.58,58.44,0.00,137.34,0.17,54.63,0.00
Schablona India,507894,,Ceramics - Tiles / Sanitaryware,19.90,61.84,0.26,0.20,,,,,,0.00,6.29,0.25,57.00,0.00
Schaeffler India,505790,SCHAEFFLER,Bearings,7217.70,74.13,4944.13,2.80,0.02,6.85,13.21,9.54,43.26,0.53,22614.64,1245.90,7740.00,40.83
Schneider Elect.,534139,SCHNEIDER,Electric Equipment,113.90,75.00,1377.29,1.33,3.49,23.17,12.00,10.58,119.03,0.00,2720.97,22.95,241.60,0.00
Scooters India,505141,,Automobiles - Scooters And 3 - Wheelers,36.05,93.87,4.57,1.94,106.06,629.23,-81.37,-192.60,,0.00,314.62,56.93,79.70,0.00
SDC Techmedia,535647,,Entertainment / Electronic Media Software,10.02,91.51,10.17,6.43,3.05,0.72,3.79,6.29,11.82,0.00,6.50,0.06,15.80,0.00
Sea TV Network,533268,,Entertainment / Electronic Media Software,4.26,58.49,13.17,0.35,,,-166.21,,,0.00,5.12,0.48,126.15,0.00
Seacoast Ship.,542753,,Trading,230.35,56.68,235.38,1.79,0.46,17.20,45.65,45.77,85.22,0.22,775.53,0.07,264.95,15.14
SEAMEC Ltd,526807,SEAMECLTD,Shipping,1232.75,72.04,292.87,4.26,0.14,4.73,6.59,6.04,57.52,0.08,3135.40,27.65,1287.00,2.58
Seasons Furnish,521182,,Textiles - Products,2.42,65.85,4.17,1.87,5.54,,-27.56,-933.33,2.18,0.00,1.79,0.04,29.45,0.00
Seasons Textiles,514264,,Textiles - Processing,7.90,61.45,19.18,18.56,0.76,0.17,2.90,-2.15,,0.00,5.91,0.89,30.23,0.00
Secmark Consult.,543234,,Computers - Software - Medium / Small,121.00,72.99,7.59,1.54,0.04,2.40,15.39,12.54,31.78,0.00,49.90,0.02,135.00,0.00
SecUR Credential,535027,SECURCRED,Miscellaneous,27.90,61.59,54.74,2.41,0.61,0.31,6.95,0.82,37.89,0.00,13.64,7.95,271.80,0.00
SecureKloud Tech,512161,SECURKLOUD,Computers - Software - Medium / Small,215.65,38.17,352.74,0.66,3.75,17.84,8.46,5.03,303.95,0.00,656.53,34.48,1029.95,0.00
Selan Expl. Tech,530075,SELAN,Oil Drilling / Allied Services,162.90,30.09,56.89,11.95,0.00,0.76,-2.18,1.02,31.02,3.07,246.92,47.48,677.40,121.79
Sellwin Traders,538875,,Finance & Investments,14.00,26.37,0.00,1.63,0.12,8.57,-12.31,-14.69,,0.00,11.48,0.03,21.20,0.00
Senthil Infotek,531980,,Computers - Software - Medium / Small,3.88,73.57,0.11,,0.00,0.41,0.21,0.21,,0.00,1.96,0.65,30.20,0.00
Sequent Scien.,512529,SEQUENT,Pharmaceuticals - Indian - Bulk Drugs,218.20,53.86,1383.67,2.14,0.31,7.45,17.12,14.34,64.21,0.23,5418.18,56.20,336.50,13.01
Servoteach Inds.,531944,,Engineering - Turnkey Services,3.80,31.44,0.00,1.00,,,-94.12,,,0.00,1.49,0.01,7.30,0.00
Servotech Power,535002,SERVOTECH,Electric Equipment,24.20,70.23,88.00,2.87,0.51,1.20,7.60,2.99,40.28,0.00,44.31,3.14,48.90,0.00
Seshasayee Paper,502450,SESHAPAPER,Paper,184.10,42.65,860.89,2.64,0.01,1.01,8.66,9.73,10.89,1.36,1164.22,206.96,269.54,14.15
Setco Automotive,505075,SETCO,Auto Ancillaries,19.60,59.25,388.84,0.50,3.97,,-7.58,-226.50,,0.00,262.85,15.21,74.25,0.00
Setubandhan Inf.,533605,SETUINFRA,Construction,1.28,27.42,113.14,3.53,1.40,0.29,-18.64,-39.95,,0.00,16.48,1.59,31.18,0.00
Seven Hill Inds.,511760,,Finance & Investments,3.87,0.00,0.00,0.00,2.40,0.92,-5.93,-23.41,,0.00,5.03,0.00,42.00,0.00
Seya Industries,524324,SEYAIND,Chemicals,56.30,64.97,44.01,1.04,0.95,0.17,-0.61,-1.06,,0.00,149.86,2.06,826.00,0.00
SGN Telecoms,531812,,Cables - Power,0.74,24.49,0.00,9.59,0.00,4.04,-5.25,-5.90,,0.00,5.98,0.25,5.17,0.00
Sh. Ajit Pulp,538795,,Paper,348.70,55.60,325.88,3.03,0.15,1.12,20.72,15.50,5.76,0.29,186.79,25.35,379.00,2.25
Sh. Bajrang All.,526981,,Steel - Medium / Small,250.65,60.78,225.90,5.04,0.38,1.47,3.85,22.69,4.17,0.00,225.58,0.39,406.00,0.00
Sh. Bhawani Pap.,502563,,Paper,2.21,,0.02,0.06,,,-32.33,,,0.00,7.70,0.18,42.00,0.00
Sh. Digvijay Cem,502180,SHREDIGCEM,Cement - North India,79.20,56.65,570.04,2.04,0.00,3.66,28.93,18.50,17.31,3.16,1137.86,123.87,97.80,65.88
Sh. Dinesh Mills,503804,SHRIDINESH,Textiles - Products,671.95,49.79,81.82,1.78,0.05,3.40,10.02,8.33,31.03,0.74,376.33,2.38,685.00,28.51
Sh. Ganesh Elas.,530797,,Trading,24.55,13.46,22.47,10.41,0.05,4.74,18.92,19.69,6.52,0.00,13.51,0.13,31.40,0.00
Sh. Hari Chem.,524336,,Dyes And Pigments,76.60,49.30,62.97,1.96,0.00,0.92,3.54,2.39,9.91,0.00,34.09,8.42,193.85,0.00
Sh. Jagdamba Pol,512453,,Packaging,1157.15,73.16,299.21,9.62,0.32,7.63,37.55,36.36,20.22,0.03,1013.43,14.04,1762.00,0.86
Sh. Karthik Pap.,516106,,Paper,4.90,74.52,20.08,1.70,12.38,4.55,-0.35,-50.18,,0.00,9.37,0.00,25.75,0.00
Sh. Krish. Infr.,542146,,Construction,7.00,36.96,0.84,104.00,0.02,0.54,0.50,0.26,210.00,0.00,2.10,0.47,12.35,0.00
Sh. Krishna Pap.,500388,,Paper,28.55,42.23,81.04,1.31,1.03,1.83,-1.33,-14.49,,0.00,38.59,2.51,45.40,0.00
Sh. Rajas. Synt.,503837,SHRERAJSYN,Textiles - Spinning - Synthetic / Blended,3.80,47.40,41.74,0.14,,,-8.32,,,0.00,5.21,0.72,37.00,0.00
Sh. Rajeshw. Pap,516086,,Paper,2.66,11.90,19.40,0.61,,,-13.56,-61.73,,0.00,3.32,2.11,29.00,0.00
Sh. Rama Multi.,532310,SHREERAMA,Packaging,14.67,42.51,144.56,3.49,1.80,2.67,4.46,10.81,26.63,0.00,92.14,2.37,29.70,0.00
Sh. Steel Wire,513488,,Steel - Medium / Small,25.90,29.53,17.80,4.71,0.01,0.67,10.11,7.12,8.58,0.00,8.58,1.55,35.00,0.00
Sh.Global Trad.,512463,,Trading,2.89,60.91,2.67,1.35,0.01,1.12,-0.42,0.03,,0.00,367.65,7.07,94.80,0.00
Sh.Pushkar Chem.,539334,SHREEPUSHK,Dyes And Pigments,247.00,67.03,287.55,2.46,0.08,2.40,8.64,7.47,23.47,0.40,761.82,0.45,337.60,13.29
Sh.Renuka Sugar,532670,RENUKA,Sugar,29.55,62.48,5136.10,0.97,,,15.67,,,0.00,6279.28,86.55,123.61,0.00
Shah Alloys,513436,SHAHALLOYS,Steel - Medium / Small,37.45,53.75,686.11,0.55,,,18.40,,,0.00,72.80,1.60,252.00,0.00
Shah Foods,519031,,Food - Processing - Indian,23.25,47.19,0.09,4.56,28.33,46.31,-43.36,-160.66,,0.00,1.40,0.05,219.80,0.00
Shahi Shipping,526508,,Shipping,5.13,73.11,8.94,0.37,3.25,2.51,-5.78,-33.09,,0.00,7.43,0.22,81.75,0.00
Shahlon Silk,542862,,Textiles - Products,82.15,72.18,255.47,1.21,1.51,1.59,3.75,-9.29,,0.30,146.73,1.59,138.00,12.97
Shaily Engineer.,501423,,Plastics Products,1984.75,46.32,434.09,2.48,1.10,10.01,12.88,12.90,55.11,0.00,1820.71,2.92,2044.00,0.00
Shakti Pumps,531431,SHAKTIPUMP,Pumps,694.50,54.66,993.77,2.35,0.29,3.75,28.39,24.96,16.05,1.15,1276.59,41.47,910.00,19.45
Shalby,540797,SHALBY,Healthcare,174.90,74.07,584.85,3.49,0.05,2.26,6.83,5.19,26.47,0.57,1887.45,83.57,274.40,25.47
Shalibhadra Fin.,511754,,Finance & Investments,118.60,51.39,20.48,0.85,1.38,1.31,11.99,8.07,16.85,0.42,59.30,1.32,178.40,7.12
Shalimar Agencie,539895,,Finance & Investments,20.65,60.57,0.00,15.38,0.00,2.03,-2.91,-2.91,,0.00,6.20,0.58,36.75,0.00
Shalimar Paints,509874,SHALPAINTS,Paints / Varnishes,97.00,53.10,346.24,1.38,0.59,2.36,-0.74,-20.18,,0.00,527.25,7.70,230.47,0.00
Shalimar Prod.,512499,,Entertainment / Electronic Media Software,0.49,17.21,4.53,8.94,0.00,0.48,0.08,0.06,146.15,0.00,48.23,0.07,10.30,0.00
Shalimar Wires,532455,,Mining / Minerals / Metals,7.45,65.64,97.52,1.14,3.24,1.21,-0.62,-47.81,,0.00,31.85,6.47,42.80,0.00
Shangar Decor,540259,,Miscellaneous,7.89,24.75,1.94,1.25,0.63,1.52,3.57,4.01,,0.63,9.66,0.04,30.16,0.00
Shankar Lal Ram.,542232,,Trading,89.95,73.51,177.57,21.71,0.25,1.93,20.19,16.57,12.57,0.11,95.90,10.85,112.00,1.44
Shankara Build.,540425,SHANKARA,Trading,609.85,56.48,2137.83,2.85,0.32,2.67,7.24,2.71,30.67,0.00,1392.45,15.17,2365.00,0.00
Shantai Indust.,512297,,Trading,39.90,74.40,0.52,64.08,0.00,0.80,-10.75,-12.50,,0.00,5.99,0.58,394.47,0.00
Shanthi Gears,522034,SHANTIGEAR,Auto Ancillaries,165.10,70.47,257.37,2.27,0.00,5.34,11.21,8.60,39.00,0.91,1260.82,2.75,211.35,57.02
Shanti Educat.,539921,,Miscellaneous,108.25,61.22,3.75,2.10,0.06,3.10,1.21,3.87,68.08,0.00,174.28,0.74,190.00,0.00
Shanti Overseas,538443,SHANTI,Food - Processing - Indian,26.55,74.96,210.44,4.66,1.09,1.01,4.76,0.27,368.62,0.00,29.49,1.70,40.00,0.00
Sharad Fibres,514402,,Textiles - Processing,15.00,66.28,0.95,4.10,0.06,5.55,451.56,,0.44,0.00,6.55,1.17,15.24,0.00
Sharanam Infra,539584,,Construction,1.55,4.61,0.13,3.87,0.02,2.09,0.27,0.00,258.33,0.00,7.75,0.04,2.18,
Sharat Industrie,519397,SHARTSEFOD,Aquaculture,46.95,52.17,251.35,1.34,1.34,1.73,7.80,4.60,37.58,0.00,103.35,4.43,52.35,0.00
Sharda Cropchem,538666,SHARDACROP,Pesticides / Agrochemicals - Indian,322.80,74.82,2629.39,1.88,0.04,1.80,23.17,16.77,12.17,1.55,2911.43,260.53,570.00,19.68
Sharda Ispat,513548,,Steel - Medium / Small,78.00,75.00,105.70,7.43,0.29,1.43,13.59,10.55,10.16,0.00,39.62,0.24,98.50,0.00
Sharda Motor,535602,SHARDAMOTR,Auto Ancillaries,620.75,73.20,2104.63,1.41,0.03,4.28,24.97,15.94,18.02,0.43,1837.51,263.03,755.00,2.34
Shardul Sec.,512393,SHRIYAMSEC,Finance & Investments,76.00,74.84,21.29,9.92,0.00,0.34,6.47,4.83,9.93,0.00,133.00,26.52,619.95,0.00
Share India Sec.,540725,SHAREINDIA,Finance & Investments,798.80,55.87,546.89,1.16,0.42,9.09,35.76,34.10,25.14,0.25,2551.19,307.09,805.00,7.90
Sharika Enterpr.,540786,,Trading,9.16,55.16,49.92,2.08,0.52,1.51,8.67,4.96,31.48,0.00,39.66,0.32,16.99,0.00
Sharp India,523449,KALYANISHP,Electronics - Consumer,59.55,75.00,0.00,0.48,,,,,,0.00,154.47,1.86,117.00,0.00
Sharp Investment,538212,,Finance & Investments,0.70,46.11,0.01,1.49,0.00,0.60,-0.25,-0.25,,0.00,16.94,1.43,36.00,0.00
Shashijit Infra.,540147,,Construction,31.60,72.25,21.75,2.18,0.70,2.93,1.88,-2.14,130.77,0.00,32.69,0.98,36.20,0.00
Sheela Foam,540203,SFL,Textiles - Jute - Yarn / Products,2458.40,72.95,2717.64,1.69,0.29,10.13,23.46,21.39,47.60,0.00,11958.11,58.10,2519.00,0.00
Sheetal Cool,540757,,Food - Processing - Indian,251.20,55.90,231.89,2.94,1.30,4.81,9.23,5.82,87.63,0.00,263.76,4.08,294.95,0.00
Sheetal Diamonds,530525,,Diamond Cutting / Jewellery,20.95,16.87,29.52,1.53,0.04,2.94,11.29,10.96,13.26,0.00,10.48,0.51,50.00,0.00
Shekhawati Poly.,533301,SPYL,Textiles - Processing,0.66,57.49,34.22,0.61,,,-11.63,,,0.00,27.58,0.11,6.97,0.00
Shelter Infra,526839,,Construction,14.61,55.50,2.75,1.55,3.61,1.08,7.44,20.52,7.05,0.00,5.22,1.10,97.00,0.00
Shemaroo Entert.,538685,SHEMAROO,Entertainment / Electronic Media Software,152.75,65.88,299.67,26.09,0.47,0.72,0.75,-3.66,,0.00,416.40,7.34,595.00,0.00
Shervani Indl Sy,526117,,Construction,267.05,60.12,28.95,3.41,0.04,0.54,3.86,5.22,12.27,0.94,72.13,14.99,1195.00,10.21
Sheshadri Indus.,539111,,Textiles - Products,6.73,58.50,33.11,0.21,,,24.85,,,0.00,3.34,1.71,18.15,0.00
Shetron,526137,SHETRON,Packaging,32.55,64.40,196.95,3.25,1.90,0.73,7.00,-4.83,,0.00,29.30,6.81,106.70,0.00
Shilchar Tech.,531201,,Electric Equipment,231.15,65.85,140.04,2.23,0.12,1.33,12.51,8.68,16.19,0.65,88.07,1.98,524.90,10.33
Shilp Gravures,513709,,Mining / Minerals / Metals,120.90,60.80,68.85,2.93,0.04,1.01,13.95,12.29,5.85,1.49,74.35,0.75,180.00,10.59
Shilpa Medicare,530549,SHILPAMED,Pharmaceuticals - Indian - Bulk Drugs,614.65,53.25,915.58,3.85,0.57,3.39,7.75,10.53,80.18,0.18,5008.94,123.11,786.90,6.06
Shine Fashions,543244,,Trading,138.00,71.47,6.88,4.71,0.00,5.80,12.91,6.91,83.96,0.00,19.31,0.04,142.50,0.00
Shish Industries,540693,,Plastics Products,68.45,70.58,40.28,2.61,0.09,5.90,18.07,12.56,39.31,0.00,69.19,0.58,93.10,0.00
Shiv Om Invst &,539833,,Finance & Investments,0.47,0.00,1.90,6.68,0.00,0.06,-0.44,-0.44,,0.00,3.29,1.24,13.12,0.00
Shiva Cement,532323,,Cement - South India,42.60,59.46,23.66,0.40,24.93,,-6.72,,,0.00,830.70,7.97,42.60,0.00
Shiva Global,530433,,Fertilizers,65.40,58.40,593.22,8.88,0.62,0.72,12.94,9.10,6.34,0.76,65.35,5.19,120.00,6.30
Shiva Granito,540072,,Mining / Minerals / Metals,1.83,68.22,6.37,12.46,0.39,0.17,3.74,0.00,,0.00,2.42,0.02,30.85,
Shiva Mills,540961,SHIVAMILLS,Textiles - Spinning - Synthetic / Blended,106.20,74.94,165.83,2.60,0.04,1.01,13.58,9.88,6.16,0.94,91.43,3.86,114.45,10.06
Shiva Texyarn,511108,SHIVATEX,Textiles - Cotton/Blended,224.90,74.04,375.23,2.95,0.98,2.36,10.41,8.49,17.89,0.53,292.82,10.04,669.90,12.70
Shivagrico Impl.,522237,,Engineering,15.33,61.56,42.14,6.11,2.94,1.24,4.82,1.63,11.12,0.00,7.68,0.26,18.79,0.00
Shivalik Bimetal,513097,SBCL,Electronics - Components,263.10,60.61,245.52,2.82,0.20,7.24,23.27,19.94,28.44,0.23,1007.78,15.93,292.90,9.02
Shivalik Rasayan,539148,,Pesticides / Agrochemicals - Indian,963.95,52.92,201.96,1.79,0.16,7.42,15.71,9.91,60.29,0.05,1328.25,4.77,1138.00,3.92
Shivam Autotech,532776,SHIVAMAUTO,Auto Ancillaries,35.45,74.80,562.05,1.98,4.32,3.14,5.55,-17.89,,0.00,356.15,61.95,108.15,0.00
Shivansh Finserv,539593,,Finance & Investments,4.87,0.59,2.10,4.83,0.33,0.47,2.16,1.25,303.42,0.00,3.03,5.40,28.80,0.00
Shoppers Stop,532638,SHOPERSTOP,Textiles - Products,274.70,65.46,1898.64,0.90,17.59,25.11,-5.48,-287.15,,0.00,3002.26,42.12,653.25,0.00
Shradha Infrapr.,535035,SHRADHA,Construction,54.90,74.92,1.22,1.51,2.15,0.97,1.24,2.76,37.90,0.00,58.36,10.41,76.75,0.00
Shree Bhavya,521131,,Textiles - Processing,12.45,47.27,165.73,2.63,2.27,0.41,8.66,0.10,5.72,0.00,11.83,2.14,67.05,0.00
Shree Cement,500387,SHREECEM,Cement - North India,28048.30,62.55,14661.13,1.51,0.14,6.57,19.14,15.92,39.11,0.21,101143.33,708.35,32050.00,9.47
Shree Ganesh Bio,539470,,Pharmaceuticals - Indian - Bulk Drugs & Formln,143.25,0.00,32.62,1.71,0.00,4.94,1.23,0.92,259.55,0.00,285.51,0.02,494.00,0.00
Shree Ganesh Rem,540737,,Pharmaceuticals - Indian - Bulk Drugs & Formln,410.05,68.39,52.78,3.50,0.00,8.20,27.50,21.17,36.54,0.43,410.31,3.47,502.95,17.95
Shree Metalloys,531962,,Trading,27.25,73.07,61.45,31.67,0.42,1.93,5.68,5.41,21.71,0.00,14.33,0.09,47.45,0.00
Shree Mfg. Co.,503863,,Textiles - Cotton/Blended,3.19,74.85,0.00,1.06,,,,,,0.00,2.64,0.04,31.95,0.00
Shree Nidhi Trad,540253,,Finance & Investments,2.38,0.00,0.33,55.50,0.01,0.18,-0.75,-0.76,,0.00,1.86,0.04,31.35,0.00
Shree Pacetronix,527005,,Healthcare,11.34,24.25,7.72,2.93,0.57,0.72,5.30,0.89,204.00,0.00,4.08,0.77,90.20,0.00
Shree Precoated,533110,SHPRE,Construction,41.55,62.90,0.00,0.32,0.00,286.69,1600.00,1600.00,215.00,0.00,17.20,0.03,62.20,0.00
Shree Ram Proti.,532567,SRPL,Solvent Extraction,34.30,55.61,188.00,9.31,0.95,1.59,5.60,1.84,35.67,0.00,73.47,1.00,45.25,0.00
Shree Rama News.,500356,RAMANEWS,Paper,21.30,74.76,326.07,1.79,1.36,0.96,-5.12,-20.99,,0.00,313.45,0.42,58.30,0.00
Shree Vasu Logis,535084,SVLL,Miscellaneous,100.10,73.00,66.16,3.18,1.03,3.08,11.37,14.15,23.26,0.00,76.52,0.48,130.00,0.00
Shree Worstex,541358,,Finance & Investments,330.25,71.86,0.51,2.60,0.10,18.10,9.76,9.93,55.45,0.00,103.70,0.06,331.00,0.00
Shreeji Translog,540738,,Miscellaneous,51.00,72.70,107.60,6.90,1.97,2.21,4.63,-4.21,,1.96,53.46,5.45,60.00,-96.33
Shreeoswal Seeds,535088,OSWALSEEDS,Miscellaneous,39.45,69.98,161.22,5.43,1.30,1.81,11.01,11.61,16.48,0.00,60.14,0.77,50.45,0.00
Shreevatsaa Fin.,532007,,Finance & Investments,7.25,75.00,0.98,5.96,0.00,0.35,3.74,2.93,8.82,0.00,7.32,1.27,10.05,0.00
Shrenik,538441,SHRENIK,Trading,1.65,60.81,339.02,3.27,2.39,1.37,6.94,-1.81,,0.00,100.98,1.57,37.67,0.00
